1336043880.0    100
1336044120.0    100
1336044360.0    100
1336044420.0    100
1336044900.0    100
1336046040.0    100
1335857040.0    100
1336043220.0    101
1336043280.0    101
1336044000.0    101
1336044480.0    101
1336044600.0    101
1336044660.0    101
1336044720.0    101
1336044780.0    101
1336044540.0    102
1336044840.0    102
1334230620.0    102
1336043160.0    103
1336043940.0    103
1336046100.0    103
1334496720.0    104
1334496780.0    104
1336043100.0    104
1335856980.0    104
1335099120.0    104
1334240520.0    104
1336043040.0    105
1336046160.0    105
1335856860.0    105
1335856920.0    105
1335873360.0    105
1336046220.0    106
1336046400.0    106
1336046520.0    106
1336047060.0    106
1336042980.0    107
1336046340.0    107
1336046580.0    107
1335856800.0    107
1336046280.0    108
1336046640.0    108
1336046880.0    108
1336047000.0    108
1336047240.0    108
1336042500.0    109
1336042680.0    109
1336042920.0    109
1336046460.0    109
1336046700.0    109
1336046760.0    109
1336046820.0    109
1336046940.0    109
1336047120.0    109
1336047180.0    109
1335856740.0    109
1334230560.0    109
1334493060.0    110
1336042380.0    110
1336047300.0    110
1336047660.0    110
1336047720.0    110
1336047780.0    110
1336047840.0    110
1335856680.0    110
1336042440.0    111
1336042620.0    111
1336042860.0    111
1336047420.0    111
1336047480.0    111
1336047600.0    111
1336042320.0    112
1336042560.0    112
1336042740.0    112
1336047540.0    112
1335438360.0    112
1336042020.0    113
1336042080.0    113
1336042140.0    113
1336042200.0    113
1336042260.0    113
1336042800.0    113
1336047360.0    113
1336047900.0    113
1335106200.0    113
1336041780.0    114
1336041840.0    114
1336041900.0    114
1336041960.0    114
1335438060.0    114
1335438240.0    114
1335438300.0    114
1335438420.0    114
1335438660.0    114
1335873420.0    114
1336047960.0    115
1335438120.0    115
1335438180.0    115
1335438480.0    115
1335438540.0    115
1335438600.0    115
1335856500.0    115
1335856560.0    115
1335856620.0    115
1334333820.0    116
1335437880.0    116
1335437940.0    116
1335438000.0    116
1335438720.0    116
1335856320.0    116
1335856380.0    116
1335856440.0    116
1334230500.0    116
1334240580.0    116
1336048140.0    117
1336048200.0    117
1335437520.0    117
1335437580.0    117
1335873480.0    117
1336041720.0    118
1336048020.0    118
1336048260.0    118
1336048320.0    118
1335437640.0    118
1335437760.0    118
1335437820.0    118
1335736200.0    118
1334333640.0    119
1334333640.0    119
1334333700.0    119
1336041660.0    119
1335437700.0    119
1335438780.0    119
1335438840.0    119
1335959520.0    119
1335959580.0    119
1335856260.0    119
1335099060.0    119
1336041540.0    120
1336041600.0    120
1336048080.0    120
1336048380.0    120
1335437340.0    120
1335437400.0    120
1335437460.0    120
1335958620.0    120
1335958680.0    120
1335959640.0    120
1335856200.0    120
1336041360.0    121
1336041420.0    121
1335437280.0    121
1335439140.0    121
1335439200.0    121
1335439320.0    121
1335958560.0    121
1335959400.0    121
1335959460.0    121
1334333460.0    122
1334333520.0    122
1336041300.0    122
1336041480.0    122
1335438900.0    122
1335438960.0    122
1335439020.0    122
1335439260.0    122
1335439380.0    122
1335439620.0    122
1335439680.0    122
1335958140.0    122
1335959700.0    122
1335960540.0    122
1335960600.0    122
1334230440.0    122
1335437220.0    123
1335439080.0    123
1335439560.0    123
1335439740.0    123
1335439800.0    123
1335958200.0    123
1335958260.0    123
1335958320.0    123
1335958380.0    123
1335958440.0    123
1335958500.0    123
1335958800.0    123
1335959040.0    123
1335959100.0    123
1335959340.0    123
1335856140.0    123
1334240640.0    123
1334496840.0    124
1336041180.0    124
1336041240.0    124
1335437100.0    124
1335437160.0    124
1335439440.0    124
1335439500.0    124
1335440700.0    124
1335443160.0    124
1335957120.0    124
1335957180.0    124
1335958740.0    124
1335958980.0    124
1335959220.0    124
1335959280.0    124
1335960120.0    124
1335960180.0    124
1335960480.0    124
1335960720.0    124
1334333340.0    125
1334333400.0    125
1335437040.0    125
1335439860.0    125
1335440220.0    125
1335441060.0    125
1335441120.0    125
1335443100.0    125
1335443220.0    125
1335958920.0    125
1335959760.0    125
1335959940.0    125
1335960420.0    125
1335960660.0    125
1335856080.0    125
1334747880.0    126
1334493000.0    126
1336048440.0    126
1336049760.0    126
1335439920.0    126
1335439980.0    126
1335440580.0    126
1335440640.0    126
1335440760.0    126
1335441180.0    126
1335957240.0    126
1335958080.0    126
1335959820.0    126
1335959880.0    126
1335960000.0    126
1335960240.0    126
1335960840.0    126
1335960960.0    126
1334240700.0    126
1334747640.0    127
1334747700.0    127
1334747820.0    127
1336040040.0    127
1336041000.0    127
1336041120.0    127
1336048560.0    127
1336048620.0    127
1336048740.0    127
1335436680.0    127
1335436860.0    127
1335436920.0    127
1335436980.0    127
1335440100.0    127
1335440280.0    127
1335440340.0    127
1335440400.0    127
1335440460.0    127
1335440820.0    127
1335441000.0    127
1335441240.0    127
1335441420.0    127
1335442980.0    127
1335956880.0    127
1335956940.0    127
1335957060.0    127
1335957480.0    127
1335957900.0    127
1335958020.0    127
1335958860.0    127
1335959160.0    127
1335960060.0    127
1335960360.0    127
1335960780.0    127
1335856020.0    127
1335873540.0    127
1334747580.0    128
1334747760.0    128
1334747940.0    128
1334748000.0    128
1334749140.0    128
1334749200.0    128
1336039920.0    128
1336040700.0    128
1336041060.0    128
