2012-04-27 00:00:00	509
2012-04-27 00:01:00	511
2012-04-27 00:02:00	513
2012-04-27 00:03:00	513
2012-04-27 00:04:00	515
2012-04-27 00:05:00	515
2012-04-27 00:06:00	515
2012-04-27 00:07:00	515
2012-04-27 00:08:00	515
2012-04-27 00:09:00	510
2012-04-27 00:10:00	511
2012-04-27 00:11:00	511
2012-04-27 00:12:00	507
2012-04-27 00:13:00	507
2012-04-27 00:14:00	507
2012-04-27 00:15:00	510
2012-04-27 00:16:00	510
2012-04-27 00:17:00	507
2012-04-27 00:18:00	505
2012-04-27 00:19:00	508
2012-04-27 00:20:00	510
2012-04-27 00:21:00	510
2012-04-27 00:22:00	508
2012-04-27 00:23:00	505
2012-04-27 00:24:00	506
2012-04-27 00:25:00	506
2012-04-27 00:26:00	505
2012-04-27 00:27:00	508
2012-04-27 00:28:00	505
2012-04-27 00:29:00	505
2012-04-27 00:30:00	503
2012-04-27 00:31:00	500
2012-04-27 00:32:00	501
2012-04-27 00:33:00	498
2012-04-27 00:34:00	496
2012-04-27 00:35:00	493
2012-04-27 00:36:00	489
2012-04-27 00:37:00	489
2012-04-27 00:38:00	487
2012-04-27 00:39:00	487
2012-04-27 00:40:00	488
2012-04-27 00:41:00	487
2012-04-27 00:42:00	484
2012-04-27 00:43:00	483
2012-04-27 00:44:00	478
2012-04-27 00:45:00	482
2012-04-27 00:46:00	479
2012-04-27 00:47:00	481
2012-04-27 00:48:00	473
2012-04-27 00:49:00	469
2012-04-27 00:50:00	464
2012-04-27 00:51:00	465
2012-04-27 00:52:00	463
2012-04-27 00:53:00	463
2012-04-27 00:54:00	459
2012-04-27 00:55:00	464
2012-04-27 00:56:00	464
2012-04-27 00:57:00	460
2012-04-27 00:58:00	456
2012-04-27 00:59:00	453
2012-04-27 01:00:00	446
2012-04-27 01:01:00	442
2012-04-27 01:02:00	445
2012-04-27 01:03:00	449
2012-04-27 01:04:00	448
2012-04-27 01:05:00	448
2012-04-27 01:06:00	449
2012-04-27 01:07:00	448
2012-04-27 01:09:00	446
2012-04-27 01:09:00	445
2012-04-27 01:10:00	441
2012-04-27 01:13:00	446
2012-04-27 01:13:00	445
2012-04-27 01:14:00	446
2012-04-27 01:16:00	440
2012-04-27 01:16:00	445
2012-04-27 01:18:00	436
2012-04-27 01:19:00	441
2012-04-27 01:20:00	436
2012-04-27 01:21:00	436
2012-04-27 01:22:00	437
2012-04-27 01:23:00	436
2012-04-27 01:24:00	433
2012-04-27 01:25:00	427
2012-04-27 01:26:00	427
2012-04-27 01:27:00	425
2012-04-27 01:28:00	428
2012-04-27 01:29:00	425
2012-04-27 01:30:00	426
2012-04-27 01:31:00	426
2012-04-27 01:32:00	424
2012-04-27 01:33:00	427
2012-04-27 01:34:00	427
2012-04-27 01:35:00	422
2012-04-27 01:36:00	421
2012-04-27 01:37:00	420
2012-04-27 01:38:00	417
2012-04-27 01:39:00	419
2012-04-27 01:40:00	422
2012-04-27 01:41:00	421
2012-04-27 01:42:00	419
2012-04-27 01:43:00	415
2012-04-27 01:44:00	415
2012-04-27 01:45:00	411
2012-04-27 01:46:00	409
2012-04-27 01:47:00	414
2012-04-27 01:48:00	410
2012-04-27 01:49:00	412
2012-04-27 01:50:00	410
2012-04-27 01:51:00	410
2012-04-27 01:53:00	402
2012-04-27 01:54:00	401
2012-04-27 01:55:00	401
2012-04-27 01:56:00	399
2012-04-27 01:57:00	398
2012-04-27 01:58:00	399
2012-04-27 01:59:00	396
2012-04-27 02:00:00	398
2012-04-27 02:01:00	397
2012-04-27 02:02:00	405
2012-04-27 02:03:00	402
2012-04-27 02:04:00	403
2012-04-27 02:05:00	397
2012-04-27 02:06:00	396
2012-04-27 02:07:00	396
2012-04-27 02:08:00	389
2012-04-27 02:09:00	387
2012-04-27 02:10:00	386
2012-04-27 02:11:00	389
2012-04-27 02:12:00	390
2012-04-27 02:13:00	391
2012-04-27 02:14:00	386
2012-04-27 02:15:00	388
2012-04-27 02:16:00	386
2012-04-27 02:17:00	390
2012-04-27 02:18:00	386
2012-04-27 02:19:00	387
2012-04-27 02:20:00	387
2012-04-27 02:21:00	386
2012-04-27 02:22:00	386
2012-04-27 02:23:00	384
2012-04-27 02:24:00	382
2012-04-27 02:25:00	382
2012-04-27 02:26:00	378
2012-04-27 02:27:00	381
2012-04-27 02:28:00	381
2012-04-27 02:29:00	377
2012-04-27 02:30:00	378
2012-04-27 02:31:00	377
2012-04-27 02:32:00	376
2012-04-27 02:33:00	378
2012-04-27 02:34:00	379
2012-04-27 02:35:00	378
2012-04-27 02:36:00	378
2012-04-27 02:37:00	382
2012-04-27 02:38:00	380
2012-04-27 02:39:00	380
2012-04-27 02:40:00	379
2012-04-27 02:41:00	379
2012-04-27 02:42:00	376
2012-04-27 02:43:00	377
2012-04-27 02:44:00	377
2012-04-27 02:45:00	377
2012-04-27 02:46:00	374
2012-04-27 02:47:00	371
2012-04-27 02:48:00	366
2012-04-27 02:49:00	364
2012-04-27 02:50:00	361
2012-04-27 02:51:00	353
2012-04-27 02:52:00	361
2012-04-27 02:53:00	367
2012-04-27 02:54:00	365
2012-04-27 02:55:00	363
2012-04-27 02:56:00	363
2012-04-27 02:57:00	359
2012-04-27 02:58:00	356
2012-04-27 02:59:00	358
2012-04-27 03:00:00	357
2012-04-27 03:01:00	351
2012-04-27 03:02:00	348
2012-04-27 03:03:00	347
2012-04-27 03:04:00	342
2012-04-27 03:05:00	339
2012-04-27 03:06:00	339
2012-04-27 03:07:00	335
2012-04-27 03:08:00	331
2012-04-27 03:09:00	327
2012-04-27 03:10:00	323
2012-04-27 03:11:00	326
2012-04-27 03:12:00	324
2012-04-27 03:13:00	323
2012-04-27 03:14:00	318
2012-04-27 03:15:00	319
2012-04-27 03:16:00	319
2012-04-27 03:17:00	315
2012-04-27 03:18:00	315
2012-04-27 03:19:00	314
2012-04-27 03:20:00	312
2012-04-27 03:21:00	309
2012-04-27 03:22:00	310
2012-04-27 03:23:00	305
2012-04-27 03:24:00	305
2012-04-27 03:25:00	301
2012-04-27 03:26:00	301
2012-04-27 03:27:00	298
2012-04-27 03:28:00	293
2012-04-27 03:29:00	287
2012-04-27 03:30:00	288
2012-04-27 03:31:00	287
2012-04-27 03:32:00	284
2012-04-27 03:33:00	283
2012-04-27 03:34:00	281
2012-04-27 03:35:00	281
